!amt_annotation_ids,!amt_worker_ids,orig_id,response,gold,start,end,event1,event2,text
2980,A18941IO2ZZWW6,3_3,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""blue"">began</font>","<font color=""purple"">murdered</font>","<p>NEWARK, N.J. _ A new Essex County task force <b><u><font color=""blue"">began</font></u></b> delving Thursday into the slayings of 14 black women over the last five years in the Newark area, as law-enforcement officials <b><u><font color=""green"">acknowledged</font></u></b> that they needed to <b><u><font color=""orange"">work</font></u></b> harder to <b><u><font color=""red"">solve</font></u></b> the cases of <b><u><font color=""purple"">murdered</font></u></b> women. <br></br>The police and prosecutors <b><u><font color=""brown"">said</font></u></b> they had identified different suspects in six of the cases and had yet to find any pattern linking the killings or the victims, several of whom were believed to be prostitutes. <br></br>State, county and local law-enforcement officials have expressed concerns in recent months about a possible pattern of murdered women and a disproportionate number of unsolved cases. <br></br>Citing an example, Sgt. Derek Glenn, a spokesman for the Newark Police Department, said that of nine women who had been killed last year, suspects had been arrested in only four cases. <br></br>But over all, arrests were made in more than 60 percent of murder cases, he said. <br></br>Eight of the 14 killings since 1993 were already under investigation by the Newark Police Department, Glenn said. <br></br>Of the eight victims, three were stabbed, two were strangled, two were beaten to death and one was asphyxiated, he said, and these different methods of killing and other evidence seem to indicate that the eight cases are not related. <br></br>But with the task-force investigation just getting under way, officials have been careful not to draw any firm conclusions, leaving open the possibility of a serial killer in some of the cases. <br></br>There have been no arrests in any of the slayings. <br></br>``I haven't seen a pattern yet,'' said Patricia Hurt, the Essex County prosecutor, who created the task force on Tuesday. <br></br>``The type of lifestyle these women have is extremely dangerous,'' she said. <br></br>NYT-04-02-98 2252EST <br></br></p>"
2981,A1EPIK54UEQYQB,2_7,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""green"">killed</font>","<font color=""purple"">appeared</font>","<p>NEW YORK _ A Brooklyn woman who was <b><u><font color=""blue"">watching</font></u></b> her clothes dry in a laundromat was <b><u><font color=""green"">killed</font></u></b> Thursday evening when two would-be robbers <b><u><font color=""orange"">emptied</font></u></b> their pistols into the store, the police <b><u><font color=""red"">said</font></u></b>. <br></br>The men <b><u><font color=""purple"">appeared</font></u></b> in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had <b><u><font color=""brown"">finished</font></u></b> her cleaning and was waiting for her clothes to dry, detectives said. <br></br>``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers. <br></br>``They intended to rob the place. <br></br>There were four or five people inside, and they just started firing.'' <br></br>Ms. Sanders was hit several times and was pronounced dead at the scene. <br></br>The other customers fled, and the police said it did not appear that anyone else was injured. <br></br>The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman. <br></br>Victor Miranda, who lives in Ms. Sanders ' apartment building at 405 Williams Ave., said the laundry machines in the building were removed a few years ago to make room for management offices. <br></br>NYT - 02-12-98 0158EST <br></br></p>"
2982,A3G0MGLBT484I1,2_7,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""green"">killed</font>","<font color=""purple"">appeared</font>","<p>NEW YORK _ A Brooklyn woman who was <b><u><font color=""blue"">watching</font></u></b> her clothes dry in a laundromat was <b><u><font color=""green"">killed</font></u></b> Thursday evening when two would-be robbers <b><u><font color=""orange"">emptied</font></u></b> their pistols into the store, the police <b><u><font color=""red"">said</font></u></b>. <br></br>The men <b><u><font color=""purple"">appeared</font></u></b> in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had <b><u><font color=""brown"">finished</font></u></b> her cleaning and was waiting for her clothes to dry, detectives said. <br></br>``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers. <br></br>``They intended to rob the place. <br></br>There were four or five people inside, and they just started firing.'' <br></br>Ms. Sanders was hit several times and was pronounced dead at the scene. <br></br>The other customers fled, and the police said it did not appear that anyone else was injured. <br></br>The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman. <br></br>Victor Miranda, who lives in Ms. Sanders ' apartment building at 405 Williams Ave., said the laundry machines in the building were removed a few years ago to make room for management offices. <br></br>NYT - 02-12-98 0158EST <br></br></p>"
2983,A2VKPMR5HCCZF5,2_7,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""green"">killed</font>","<font color=""purple"">appeared</font>","<p>NEW YORK _ A Brooklyn woman who was <b><u><font color=""blue"">watching</font></u></b> her clothes dry in a laundromat was <b><u><font color=""green"">killed</font></u></b> Thursday evening when two would-be robbers <b><u><font color=""orange"">emptied</font></u></b> their pistols into the store, the police <b><u><font color=""red"">said</font></u></b>. <br></br>The men <b><u><font color=""purple"">appeared</font></u></b> in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had <b><u><font color=""brown"">finished</font></u></b> her cleaning and was waiting for her clothes to dry, detectives said. <br></br>``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers. <br></br>``They intended to rob the place. <br></br>There were four or five people inside, and they just started firing.'' <br></br>Ms. Sanders was hit several times and was pronounced dead at the scene. <br></br>The other customers fled, and the police said it did not appear that anyone else was injured. <br></br>The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman. <br></br>Victor Miranda, who lives in Ms. Sanders ' apartment building at 405 Williams Ave., said the laundry machines in the building were removed a few years ago to make room for management offices. <br></br>NYT - 02-12-98 0158EST <br></br></p>"
2984,A5C6BAAHFTJFP,2_7,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""green"">killed</font>","<font color=""purple"">appeared</font>","<p>NEW YORK _ A Brooklyn woman who was <b><u><font color=""blue"">watching</font></u></b> her clothes dry in a laundromat was <b><u><font color=""green"">killed</font></u></b> Thursday evening when two would-be robbers <b><u><font color=""orange"">emptied</font></u></b> their pistols into the store, the police <b><u><font color=""red"">said</font></u></b>. <br></br>The men <b><u><font color=""purple"">appeared</font></u></b> in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had <b><u><font color=""brown"">finished</font></u></b> her cleaning and was waiting for her clothes to dry, detectives said. <br></br>``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers. <br></br>``They intended to rob the place. <br></br>There were four or five people inside, and they just started firing.'' <br></br>Ms. Sanders was hit several times and was pronounced dead at the scene. <br></br>The other customers fled, and the police said it did not appear that anyone else was injured. <br></br>The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman. <br></br>Victor Miranda, who lives in Ms. Sanders ' apartment building at 405 Williams Ave., said the laundry machines in the building were removed a few years ago to make room for management offices. <br></br>NYT - 02-12-98 0158EST <br></br></p>"
2985,AUPV5WJK85K4F,2_7,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""green"">killed</font>","<font color=""purple"">appeared</font>","<p>NEW YORK _ A Brooklyn woman who was <b><u><font color=""blue"">watching</font></u></b> her clothes dry in a laundromat was <b><u><font color=""green"">killed</font></u></b> Thursday evening when two would-be robbers <b><u><font color=""orange"">emptied</font></u></b> their pistols into the store, the police <b><u><font color=""red"">said</font></u></b>. <br></br>The men <b><u><font color=""purple"">appeared</font></u></b> in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had <b><u><font color=""brown"">finished</font></u></b> her cleaning and was waiting for her clothes to dry, detectives said. <br></br>``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers. <br></br>``They intended to rob the place. <br></br>There were four or five people inside, and they just started firing.'' <br></br>Ms. Sanders was hit several times and was pronounced dead at the scene. <br></br>The other customers fled, and the police said it did not appear that anyone else was injured. <br></br>The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman. <br></br>Victor Miranda, who lives in Ms. Sanders ' apartment building at 405 Williams Ave., said the laundry machines in the building were removed a few years ago to make room for management offices. <br></br>NYT - 02-12-98 0158EST <br></br></p>"
2986,A1GR4JB3DODIQ1,2_7,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""green"">killed</font>","<font color=""purple"">appeared</font>","<p>NEW YORK _ A Brooklyn woman who was <b><u><font color=""blue"">watching</font></u></b> her clothes dry in a laundromat was <b><u><font color=""green"">killed</font></u></b> Thursday evening when two would-be robbers <b><u><font color=""orange"">emptied</font></u></b> their pistols into the store, the police <b><u><font color=""red"">said</font></u></b>. <br></br>The men <b><u><font color=""purple"">appeared</font></u></b> in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had <b><u><font color=""brown"">finished</font></u></b> her cleaning and was waiting for her clothes to dry, detectives said. <br></br>``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers. <br></br>``They intended to rob the place. <br></br>There were four or five people inside, and they just started firing.'' <br></br>Ms. Sanders was hit several times and was pronounced dead at the scene. <br></br>The other customers fled, and the police said it did not appear that anyone else was injured. <br></br>The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman. <br></br>Victor Miranda, who lives in Ms. Sanders ' apartment building at 405 Williams Ave., said the laundry machines in the building were removed a few years ago to make room for management offices. <br></br>NYT - 02-12-98 0158EST <br></br></p>"
2987,A370556EFVZ9W4,2_7,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""green"">killed</font>","<font color=""purple"">appeared</font>","<p>NEW YORK _ A Brooklyn woman who was <b><u><font color=""blue"">watching</font></u></b> her clothes dry in a laundromat was <b><u><font color=""green"">killed</font></u></b> Thursday evening when two would-be robbers <b><u><font color=""orange"">emptied</font></u></b> their pistols into the store, the police <b><u><font color=""red"">said</font></u></b>. <br></br>The men <b><u><font color=""purple"">appeared</font></u></b> in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had <b><u><font color=""brown"">finished</font></u></b> her cleaning and was waiting for her clothes to dry, detectives said. <br></br>``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers. <br></br>``They intended to rob the place. <br></br>There were four or five people inside, and they just started firing.'' <br></br>Ms. Sanders was hit several times and was pronounced dead at the scene. <br></br>The other customers fled, and the police said it did not appear that anyone else was injured. <br></br>The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman. <br></br>Victor Miranda, who lives in Ms. Sanders ' apartment building at 405 Williams Ave., said the laundry machines in the building were removed a few years ago to make room for management offices. <br></br>NYT - 02-12-98 0158EST <br></br></p>"
2988,A3PIXX8DQGYHGI,2_7,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""green"">killed</font>","<font color=""purple"">appeared</font>","<p>NEW YORK _ A Brooklyn woman who was <b><u><font color=""blue"">watching</font></u></b> her clothes dry in a laundromat was <b><u><font color=""green"">killed</font></u></b> Thursday evening when two would-be robbers <b><u><font color=""orange"">emptied</font></u></b> their pistols into the store, the police <b><u><font color=""red"">said</font></u></b>. <br></br>The men <b><u><font color=""purple"">appeared</font></u></b> in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had <b><u><font color=""brown"">finished</font></u></b> her cleaning and was waiting for her clothes to dry, detectives said. <br></br>``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers. <br></br>``They intended to rob the place. <br></br>There were four or five people inside, and they just started firing.'' <br></br>Ms. Sanders was hit several times and was pronounced dead at the scene. <br></br>The other customers fled, and the police said it did not appear that anyone else was injured. <br></br>The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman. <br></br>Victor Miranda, who lives in Ms. Sanders ' apartment building at 405 Williams Ave., said the laundry machines in the building were removed a few years ago to make room for management offices. <br></br>NYT - 02-12-98 0158EST <br></br></p>"
2989,A11GX90QFWDLMM,2_7,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""green"">killed</font>","<font color=""purple"">appeared</font>","<p>NEW YORK _ A Brooklyn woman who was <b><u><font color=""blue"">watching</font></u></b> her clothes dry in a laundromat was <b><u><font color=""green"">killed</font></u></b> Thursday evening when two would-be robbers <b><u><font color=""orange"">emptied</font></u></b> their pistols into the store, the police <b><u><font color=""red"">said</font></u></b>. <br></br>The men <b><u><font color=""purple"">appeared</font></u></b> in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had <b><u><font color=""brown"">finished</font></u></b> her cleaning and was waiting for her clothes to dry, detectives said. <br></br>``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers. <br></br>``They intended to rob the place. <br></br>There were four or five people inside, and they just started firing.'' <br></br>Ms. Sanders was hit several times and was pronounced dead at the scene. <br></br>The other customers fled, and the police said it did not appear that anyone else was injured. <br></br>The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman. <br></br>Victor Miranda, who lives in Ms. Sanders ' apartment building at 405 Williams Ave., said the laundry machines in the building were removed a few years ago to make room for management offices. <br></br>NYT - 02-12-98 0158EST <br></br></p>"
2990,A18941IO2ZZWW6,2_7,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""green"">killed</font>","<font color=""purple"">appeared</font>","<p>NEW YORK _ A Brooklyn woman who was <b><u><font color=""blue"">watching</font></u></b> her clothes dry in a laundromat was <b><u><font color=""green"">killed</font></u></b> Thursday evening when two would-be robbers <b><u><font color=""orange"">emptied</font></u></b> their pistols into the store, the police <b><u><font color=""red"">said</font></u></b>. <br></br>The men <b><u><font color=""purple"">appeared</font></u></b> in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had <b><u><font color=""brown"">finished</font></u></b> her cleaning and was waiting for her clothes to dry, detectives said. <br></br>``It looks as though they panicked,'' a detective, speaking on condition of anonymity, said of the robbers. <br></br>``They intended to rob the place. <br></br>There were four or five people inside, and they just started firing.'' <br></br>Ms. Sanders was hit several times and was pronounced dead at the scene. <br></br>The other customers fled, and the police said it did not appear that anyone else was injured. <br></br>The men took no money from their victim or from the establishment, said Detective Joseph Pentangelo, a Police Department spokesman. <br></br>Victor Miranda, who lives in Ms. Sanders ' apartment building at 405 Williams Ave., said the laundry machines in the building were removed a few years ago to make room for management offices. <br></br>NYT - 02-12-98 0158EST <br></br></p>"
2991,AEX5NCH03LWSG,111_2,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
2992,A18WNE09USHJSG,111_2,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
2993,A3G0MGLBT484I1,111_2,before,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
2994,A282GBBIPRRVIB,111_2,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
2995,AUPV5WJK85K4F,111_2,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
2996,AYHHOK9GDSWNH,111_2,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
2997,A3MPXWFMR0Y2LK,111_2,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
2998,A3PIXX8DQGYHGI,111_2,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
2999,A11GX90QFWDLMM,111_2,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3000,A2KONK3TIL5KVX,111_2,before,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3001,A18WNE09USHJSG,149_2,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3002,A3FLN53WRJ0C7W,149_2,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3003,A3G0MGLBT484I1,149_2,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3004,AYHHOK9GDSWNH,149_2,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3005,AUPV5WJK85K4F,149_2,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3006,A3MPXWFMR0Y2LK,149_2,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3007,A3PIXX8DQGYHGI,149_2,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3008,A11GX90QFWDLMM,149_2,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3009,A18941IO2ZZWW6,149_2,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3010,A2KONK3TIL5KVX,149_2,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3011,A2G80S3EM9SDBD,61_1,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3012,A3G0MGLBT484I1,61_1,before,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3013,A2VKPMR5HCCZF5,61_1,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3014,AUPV5WJK85K4F,61_1,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3015,AYHHOK9GDSWNH,61_1,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3016,AK7YVYGMIF6T0,61_1,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3017,A1UV8TD7KO88IM,61_1,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3018,A3PIXX8DQGYHGI,61_1,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3019,A11GX90QFWDLMM,61_1,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3020,A18941IO2ZZWW6,61_1,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3021,AYHHOK9GDSWNH,163_0,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3022,A2G80S3EM9SDBD,163_0,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3023,A3G0MGLBT484I1,163_0,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3024,A2MIF2GUSZLJ0X,163_0,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3025,AUPV5WJK85K4F,163_0,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3026,A3MPXWFMR0Y2LK,163_0,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3027,A3PIXX8DQGYHGI,163_0,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3028,A11GX90QFWDLMM,163_0,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3029,A3BD4NONKGONRM,163_0,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3030,A18941IO2ZZWW6,163_0,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3031,A3G0MGLBT484I1,97_0,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3032,A1AML5YZXW4FIS,97_0,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3033,AM7BYJ804O5TF,97_0,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3034,A1GR4JB3DODIQ1,97_0,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3035,AUPV5WJK85K4F,97_0,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3036,AYHHOK9GDSWNH,97_0,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3037,A32IZC32FQKVRX,97_0,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3038,A3PIXX8DQGYHGI,97_0,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3039,A11GX90QFWDLMM,97_0,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3040,A18941IO2ZZWW6,97_0,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3041,A2GLG8R57PVEQU,164_17,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3042,A2O6FTKXAJGRSQ,164_17,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3043,A11GX90QFWDLMM,164_17,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3044,AUPV5WJK85K4F,164_17,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3045,AK7YVYGMIF6T0,164_17,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3046,A3MPXWFMR0Y2LK,164_17,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3047,ATJQTHNPVWH9,164_17,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3048,A3PIXX8DQGYHGI,164_17,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3049,A2KONK3TIL5KVX,164_17,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3050,A18941IO2ZZWW6,164_17,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3051,A2GLG8R57PVEQU,164_8,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3052,A2O6FTKXAJGRSQ,164_8,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3053,A11GX90QFWDLMM,164_8,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3054,AUPV5WJK85K4F,164_8,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3055,AK7YVYGMIF6T0,164_8,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3056,A3MPXWFMR0Y2LK,164_8,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3057,ATJQTHNPVWH9,164_8,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3058,A3PIXX8DQGYHGI,164_8,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3059,A2KONK3TIL5KVX,164_8,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3060,A18941IO2ZZWW6,164_8,after,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3061,A2GLG8R57PVEQU,164_6,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3062,A2O6FTKXAJGRSQ,164_6,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3063,A11GX90QFWDLMM,164_6,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3064,AUPV5WJK85K4F,164_6,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3065,AK7YVYGMIF6T0,164_6,before,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3066,A3MPXWFMR0Y2LK,164_6,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3067,ATJQTHNPVWH9,164_6,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3068,A3PIXX8DQGYHGI,164_6,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3069,A2KONK3TIL5KVX,164_6,before,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3070,A18941IO2ZZWW6,164_6,after,after,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,,,
3071,AYHHOK9GDSWNH,5_16,before,before,Mon Mar 25 07:39:42 PDT 2019,Mon Mar 25 07:41:05 PDT 2019,"<font color=""green"">produced</font>","<font color=""brown"">requested</font>","<p>The White House said President Bush has <b><u><font color=""blue"">approved</font></u></b> duty-free treatment for imports of certain types of watches that aren't <b><u><font color=""green"">produced</font></u></b> in ``significant quantities'' in the U.S., the Virgin Islands and other U.S. possessions. <br></br>The action <b><u><font color=""orange"">came</font></u></b> in response to a petition <b><u><font color=""red"">filed</font></u></b> by Timex Inc. for changes in the U.S. Generalized System of Preferences for imports from developing nations. <br></br>Previously, watch imports were <b><u><font color=""purple"">denied</font></u></b> such duty-free treatment. <br></br>Timex had <b><u><font color=""brown"">requested</font></u></b> duty-free treatment for many types of watches, covered by 58 different U.S. tariff classifications. <br></br>The White House said Mr. Bush decided to grant duty-free status for 18 categories, but turned down such treatment for other types of watches ``because of the potential for material injury to watch producers located in the U.S. and the Virgin Islands.'' <br></br>Timex is a major U.S. producer and seller of watches, including low-priced battery-operated watches assembled in the Philippines and other developing nations covered by the U.S. tariff preferences. <br></br>U.S. trade officials said the Philippines and Thailand would be the main beneficiaries of the president's action. <br></br>Imports of the types of watches that now will be eligible for duty-free treatment totaled about $37.3 million in 1988, a relatively small share of the $1.5 billion in U.S. watch imports that year, according to an aide to U.S. Trade Representative Carla Hills. <br></br></p>"
