unit_id,input.sent_id,input.b1,input.b2,input.e1,input.e2,input.relation,input.sentence,input.term1,input.term2,worker,uqs,reason for ambig,max_rel,max_srs,none,org:alternate_names,org:place_of_headquarters,org:subsidiaries,per:cause_of_death,per:charges,per:children,per:employee_or_member_of,per:founded_org,per:origin,per:place_of_birth,per:place_of_death,per:places_of_residence,per:schools_attended,per:spouse,per:title,per:top_member_employee_of_org
1019685440,UAD-A-0981,20,18,22,19,"per:places_of_residence,per:employee_or_member_of","In 1976 and 1980 , native son Jimmy Carter carried the state ; in 1992 , the former Arkansas governor Bill Clinton narrowly won the state .",Bill Clinton,Arkansas,15,0.5317355191,,per:top_member_employee_of_org,0.7603025406,0,0,0,0,0,0,0,0.3368140499,0,0.0575670367,0,0,0.3428321798,0,0,0.0289352732,0.7603025406
1023394992,UAD-A-0492,5,8,7,10,"per:places_of_residence,per:place_of_birth","China on Monday officially appointed Donald Tsang as Hong Kong 's chief executive for a second term , following last month 's election that saw the territory 's first leadership contest under Chinese rule .",Donald Tsang,Hong Kong,15,0.5317588241,,per:top_member_employee_of_org,0.7503949152,0.022435161,0,0,0,0,0,0,0.6093643363,0,0.0641394271,0,0,0.1192172709,0,0,0.1422090403,0.7503949152
3OB6JN3A9Q1VUUDT45BYOZ8NAXQMRU,8f155db4b66a5f979563238446bbd22843fc1c00867e74e1b340282ece8b806d:6-7:4-5,4,6,5,7,per:place_of_birth,"Born in Boscombe , Bournemouth , he attended the state grammar school Bournemouth School for Boys .",he,Bournemouth,15,0.5320239384,,per:place_of_birth,0.7333348603,0.0757935086,0,0,0,0,0,0,0,0,0.3972592798,0.7333348603,0,0.0596547969,0.0596547969,0,0,0
3RTFSSG7T8IGW8CU3NKPBL1F1SULWE,2eab4bdc89e47895229a6172e4dad70fc2cdbb48f7c444133a3a859884ac0b0d:31-34:11-13,11,31,13,34,org:place_of_headquarters,"Located west of Seoul , the capital and largest city of South Korea , Incheon International Airport is the main hub for Korean Air , Asiana Airlines , Jeju Air and Polar Air Cargo .",Polar Air Cargo,South Korea,15,0.5322412077,,org:place_of_headquarters,0.6786588785,0.3213411215,0,0.6786588785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018279635,UAD-A-2058,19,35,23,36,"per:place_of_death,per:places_of_residence","`` The NLD invites those ethnic national parties and organisations who had different views on the statement ( by Aung San Suu Kyi ) to come and discuss their opinions at the NLD headquarters in Yangon , `` it said .",Aung San Suu Kyi,Yangon,15,0.5322741155,,none,0.725988264,0.725988264,0,0.0707800568,0,0,0,0,0.2032316792,0,0,0,0,0,0,0,0,0.0818183011
3KTCJ4SCVGD71PEC6BWJI8QA60MM1Q,5c92ddc852ed32c4d700d3e39d10c905ff3c9fe5eecf30a83b0564ad23841d2d:21-22:24-26,21,24,22,26,org:subsidiaries,"It had been criticized that the color scheme blended with the darkness during nighttime operations.Ask the pilot Salon.com In 1997 , United co-founded the Star Alliance with Air Canada , Lufthansa , Scandinavian Airlines and Thai Airways .",Star Alliance,United,15,0.5325016432,,none,0.7157293259,0.7157293259,0.0540639835,0,0,0,0,0,0.0396665322,0.2302066905,0,0,0,0,0,0,0,0
1018279649,UAD-A-1553,21,9,23,10,"per:top_member_employee_of_org,per:founded_org","`` Our second quarter performance is a milestone for Salesforce.com , and for the cloud computing industry , `` chief executive Marc Benioff said after releasing earnings figures in August .",Marc Benioff,Salesforce.com,15,0.5326477607,,per:top_member_employee_of_org,0.7115344477,0.0112382412,0,0,0,0,0,0,0.4396967709,0.0681498171,0,0,0,0,0,0,0,0.7115344477
3M4KL7H8KVZ5CMTKJVP2TCTOGKU16M,5e5692d13a72f7e22f3ee0e317867fb11ebec04a5b35298d324ea18aaca7a119:16-17:3-5,16,3,17,5,per:founded_org,"In 2006 , Cisco Systems and Apple negotiated over allowing Apple rights to use Cisco 's Linksys iPhone trademark , but the negotiations stalled when Cisco pushed for the two products to be interoperable .",Cisco Systems,Linksys,15,0.5328203822,,org:subsidiaries,0.7070390713,0.2513466568,0,0,0.7070390713,0,0,0,0,0.0416142719,0,0,0,0,0,0,0,0
1018789584,UAD-U-0733,9,15,10,16,per:cause_of_death,Turco had been 0-9-2 as a pro at The Joe after starring in college at Michigan .,Joe,Michigan,15,0.5329937504,,none,0.7347350638,0.7347350638,0,0.1268937929,0,0,0,0,0,0,0,0,0,0.0680298705,0.0703412729,0,0,0
1020756332,UAD-A-0107,9,33,11,35,"per:places_of_residence,per:place_of_death","A month later , Muni dedicated a car to Herb Caen , the noted columnist for the San Francisco Chronicle perhaps most famous for coining the phrase Baghdad by the Bay to describe The City .",Herb Caen,The City,15,0.5330406576,,none,0.7317325885,0.7317325885,0,0,0,0,0,0,0.0520251664,0,0.0597036668,0,0,0.1565385783,0,0,0,0
3S829FDFT2DCNWTS0BINUR7H2Z0XDY,8cf9988d9de586a4a00114a2bf8b37d91562b52aff4c8dd3ed3acf04d8fc170e:4-6:12-15,4,12,6,15,per:founded_org,"The 2012 - 13 Maryland Terrapins men 's basketball team represented the University of Maryland , College Park in 2012 - 13 NCAA Division I men 's basketball season as a member of the Atlantic Coast Conference ( ACC ) .",University of Maryland,Maryland Terrapins,15,0.5332407037,,org:subsidiaries,0.7429043911,0,0.0707339224,0.0898262284,0.7429043911,0,0,0,0,0.1335711073,0,0,0,0,0,0,0,0
372AGES0I4H6O6CXICD7ZGOLG61XRP,796d9878efec77d893c9e312bfddf0bcb72298ccfa01e4ae4a51170b7ff6e725:4-6:23-24,23,4,24,6,per:employee_or_member_of,"In 1966 they released Nina Simone with Strings , an album of left-overs with strings added , when Simone was already signed to Philips Records .",Nina Simone,Philips,15,0.5333261495,,per:employee_or_member_of,0.7541438178,0.2458561822,0,0,0,0,0,0,0.7541438178,0,0,0,0,0,0,0,0,0.1342460657
1027994884,UAD-U-0745,26,25,27,26,per:spouse,"`` Violence is on the rise in schools in all different forms and it 's cause for concern for students and teachers , `` said Mary Lou Donnelly , president of the Nova Scotia Teachers Union .",Lou,Mary,15,0.5333447313,,none,0.7213919348,0.7213919348,0.1985393023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800687629,0
3EFNPKWBMS068ELK4AN484YU0ZS03D,016817820d466af93a06099a4ae8c2ae82fc99e957059b10c4c2a22ccaab82a1:18-19:14-16,14,18,16,19,org:place_of_headquarters,"The Hamilton Motors Company was founded in 1917 by Guy Hamilton , after his Grand Haven , Michigan Alter Motor Car Company went bankrupt .",Alter,Grand Haven,15,0.533429763,,org:place_of_headquarters,0.7102298521,0.2418275782,0,0.7102298521,0.0479425698,0,0,0,0,0,0,0,0,0,0,0,0,0
3LN50BUKPVNQCZFTR16UJRTJ86ULP8,0193d92a4db2d76c3ef5d40cc07709b2c3115b033a38aa2e2a17901b761989b6:34-36:16-17,34,16,36,17,org:subsidiaries,"Spain 's Telefonica says it will acquire control of Brazil 's largest cell phone operator , Vivo , in a newly sweetened ( EURO ) 7.5 billion ( $ 9.77 billion ) deal with Portugal Telecom .",Vivo,Portugal Telecom,15,0.5334389769,,none,0.6934684543,0.6934684543,0,0,0.3065315457,0,0,0,0.0434074471,0,0,0,0,0,0,0,0,0.0434074471
3VZYA8PITOA9MT8OITBXN1WEFBI504,b0c4e0f05015af60ae61355863c99e838a88786ec137e5f2e33a7d0bfdcb6e97:18-20:0-2,18,0,20,2,per:founded_org,"Mark Randel is an American game programmer and the founder , principal technologist , and majority owner of Terminal Reality .",Mark Randel,Terminal Reality,15,0.5334542127,,per:founded_org,0.7069864516,0.142256111,0,0,0,0,0,0,0.5011707362,0.7069864516,0,0,0,0,0,0,0,0.6615501928
957381892,UAD-A-1430,0,10,2,12,"per:place_of_birth,per:places_of_residence","Nailea Norvind ( born on February 16 , 1970 in Mexico City ) is a Mexican television actress who also appeared in the critically-acclaimed film .",Nailea Norvind,Mexico City,15,0.533776241,,per:place_of_birth,0.7334861649,0,0,0,0,0,0,0,0,0,0.2753507981,0.7334861649,0,0.153259318,0,0,0,0
3HFWPF5AK9V69N5WDC6OIA4DWT53S2,5c84ba3d8f8163f774cb57c556886bdfa158ade44200d246f139cb3e9104beb1:0-2:19-20,19,0,20,2,per:place_of_death,"Cecilia Beaux died at Green Alley at the age of eighty-seven , and was buried in Bala Cynwyd , Pennsylvania .",Cecilia Beaux,Pennsylvania,15,0.5338280571,,per:place_of_death,0.708941044,0.291058956,0,0,0,0,0,0,0,0,0,0,0.708941044,0.0726818312,0,0,0,0
1019685463,UAD-A-1015,31,36,33,38,"per:places_of_residence,per:place_of_death","In addition to reading and playing badminton , Johnston enjoys hockey and is a member of the Fish Creek Recreational Hockey League and is a two-time gold medal recipient in the Charles Schultz hockey tournament in Santa Rosa , California .",Charles Schultz,Santa Rosa,15,0.5340644994,,none,0.7035438721,0.7035438721,0,0.2667462027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297099252
957381877,UAD-A-2218,12,15,14,18,"per:employee_or_member_of,per:places_of_residence","Two other 18-year-olds were elected to mayoral positions the same day , Michael Sessions of Hillsdale , Michigan ( also born in September 1987 ) and Sam Juhl of Roland , Iowa .",Michael Sessions,"Hillsdale , Michigan",15,0.5341096825,,per:places_of_residence,0.7446533217,0,0,0,0,0,0,0,0,0,0.3031029274,0.1052204456,0,0.7446533217,0,0,0,0.074396272
1020755719,UAD-A-0153,19,0,21,1,"per:founded_org,per:employee_or_member_of",Apple 's share price was pummeled on Wall Street on Wednesday after the company said its iconic chief executive Steve Jobs will not appear at the Macworld Expo next month .,Steve Jobs,Apple,15,0.5341925015,,per:top_member_employee_of_org,0.7247818768,0,0,0,0,0,0,0,0.1119521094,0.242194478,0,0,0,0,0,0,0,0.7247818768
1019685444,UAD-A-1652,2,9,6,10,"per:origin,per:employee_or_member_of","Prime Minister Jose Luis Rodriguez Zapatero said that as Spain 's once-buoyant economy braves hard times , his government will pay special attention to lower-income families and the jobless .",Jose Luis Rodriguez Zapatero,Spain,15,0.534779605,,per:top_member_employee_of_org,0.7959474093,0.0224162665,0,0.0610376843,0,0,0,0,0.2770927388,0,0.0610376843,0.1157825013,0,0.357132658,0,0,0,0.7959474093
1019741523,UAD-A-1419,37,23,39,26,"per:employee_or_member_of,per:top_member_employee_of_org","M. Satyamoorthy , on July 9 , 2007 , also sought to stop screening of the film , alleging that it defamed the Indian National Congress , a political party , as well as its President , Sonia Gandhi , and the Prime Minister of India , Manmohan Singh .",Sonia Gandhi,Indian National Congress,15,0.5350316758,,per:top_member_employee_of_org,0.7463832789,0.1977261762,0,0,0,0,0,0,0.2466303138,0,0,0,0,0,0,0,0,0.7463832789
1020756151,UAD-U-0566,9,23,12,25,per:charges,"SAN FRANCISCO 2007-12-31 21 : 13 : 24 UTC Sara Jane Moore , who took a shot at President Ford in a 1975 assassination attempt , was released from prison Monday .",Sara Jane Moore,assassination attempt,15,0.5352398243,,per:charges,0.6877665998,0.3103343621,0.0018990382,0,0.0018990382,0,0.6877665998,0,0,0.0018990382,0,0,0,0,0,0,0,0
1023973275,UAD-A-0861,27,23,28,26,"per:place_of_death,per:places_of_residence","He was born James Goldman ( son of a prominent New York City doctor ) on Monday , May 17 , 1948 in New York City , Jim Gardner has lived most of his adult life right here in the Delaware Valley .",Jim,New York City,15,0.5354679825,,per:place_of_birth,0.776516291,0.062194527,0,0.0214004624,0,0,0,0,0.0320611993,0,0.4322102032,0.776516291,0,0.3703403449,0,0,0,0
897534822,UAD-U-0554,1,4,3,5,per:age,"Remember Adam Brickley , 21 , who created PalinForVP.blogspot.com in February 2007 , long before anyone had heard of Alaska Gov .",Adam Brickley,21,15,0.5354880319,,none,0.7384880754,0.7384880754,0.0317659092,0,0.1360058123,0,0.0554916344,0,0,0,0,0,0,0.0382485687,0,0,0,0
1020756180,UAD-A-0955,27,31,29,32,"per:places_of_residence,per:place_of_birth",I hope she brushes up on the liquor laws in France ... and she probably should hire a chauffeur. [ Source ] Shawn Ashmore and his girlfriend Michelle Trachtenberg are in NYC so that he can partake in the promotion for his new movie X-Men : The Last Stand ...,Michelle Trachtenberg,NYC,15,0.5355874903,,none,0.7257110466,0.7257110466,0,0,0,0,0,0,0.0783061489,0,0,0,0,0.2591312316,0,0,0,0.0783061489
956145161,UAD-U-0319,20,19,21,20,per:spouse,"If you have any questions , please contact me at :      mlou ... @yahoo.com Thank you , Mary Lou Toussaint Pam Howell Director of Religious Education First Parish , Concord ( 978 ) 369-9602",Lou,Mary,15,0.5356584713,,none,0.7140729374,0.7140729374,0.2408078063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451192563,0
1018789399,UAD-A-2399,24,19,26,23,"per:employee_or_member_of,per:origin","`` Yes , yes , I accept your nomination to run and serve alongside our next President of the United States of America , Barack Obama , `` Biden said in his acceptance speech .",Barack Obama,United States of America,15,0.5357284345,,per:top_member_employee_of_org,0.8189905695,0.0824267828,0,0.1400501913,0,0,0,0,0.2950086308,0,0.0746576301,0.1160673846,0,0.1437872986,0,0,0,0.8189905695
3VGET1QSZ0BHHNNSZTJFSGJE652W7N,4d27baa6a7d5ad50b86fc46e98d417d1e71a6cc17f91c9011b43b4a62ef799f5:1-3:4-5,4,1,5,3,per:places_of_residence,"Sen. Max Baucus of Montana , chairman of the Finance Committee , said citizenship checks already included in federal programs like Medicaid would be preserved in new legislation .",Max Baucus,Montana,15,0.5357611381,,per:places_of_residence,0.8151035599,0.0567849069,0,0,0,0,0,0,0.1975949917,0,0.434738004,0,0,0.8151035599,0,0,0,0.146322805
3J94SKDEKI13LD9IU5ZS28GX8JD5DK,5c566c1f35aed0dd5fbe394683a54b8070f4dc6017b0ec3d2444996b67a7febd:2-5:8-10,2,8,5,10,org:subsidiaries,The 2012 Marshall Thundering Herd football team represented Marshall University in the 2012 NCAA Division I FBS football season .,Marshall University,Marshall Thundering Herd,15,0.5358876125,,org:subsidiaries,0.7542273042,0.1244352547,0.0499631492,0.0713742918,0.7542273042,0,0,0,0,0.0569313604,0,0,0,0,0,0,0,0
3CKVGCS3PGHASV6ZUPO5GC66SHO0S6,05b3f66200f89ce13fe0a543c859f0eaa35ccbb07e6fc31ad1596d6f0b3ec240:11-13:22-23,22,11,23,13,org:place_of_headquarters,"While the National Defence Act continued to state that "" the Canadian Forces are the armed forces of Her Majesty raised by Canada , "" the royal prefix was not bestowed upon the unified Canadian Armed Forces .",Canadian Forces,Canada,15,0.5358974184,,org:place_of_headquarters,0.7132016341,0.2867983659,0,0.7132016341,0,0,0,0,0.0705394302,0,0,0,0,0,0,0,0,0
950982066,UAD-U-0461,10,13,12,14,per:spouse,"Meanwhile , Emil Bobu and Constantin Dăscălescu were sent by Elena Ceauşescu ( Nicolae Ceauşescu being at that time in Iran ) , to solve the situation .",Elena Ceauşescu,Nicolae,15,0.5360504992,,none,0.7304982782,0.7304982782,0.1369384482,0,0,0,0,0,0,0,0,0,0,0,0,0.1325632735,0,0
3R5OYNIC2CLEVCNY0A8L5I303NYPT6,d86133f643682f0c3e47307746f1366b64d0ce8a0b6710edd344261ee85adaae:3-7:1-3,3,1,7,3,org:subsidiaries,The New York City Department of Corrections reported that in fiscal year 2012 more than 14.4 percent of all adolescents in detained at Rikers Island between the ages of 16 and 18 were held in at least one period of solitary confinement while detained .,New York,City Department of Corrections,15,0.5362865556,,none,0.6845554834,0.6845554834,0,0,0.3154445166,0,0,0,0,0,0,0,0,0,0,0,0,0
337F8MIIMZPRQA4O4OSNI9Q0FI304G,30a99ad574ac22d652c058200a00e91f96db92006d97fdcdcdd9b73f70514d96:10-12:17-18,17,10,18,12,per:employee_or_member_of,"In April 2008 , Bhumibol appointed alleged coup plotter General Surayud Chulanont to the Privy Council of Thailand .",Surayud Chulanont,Thailand,15,0.5362968916,,per:top_member_employee_of_org,0.7662435201,0.0816320273,0,0,0,0,0,0,0.5040025755,0,0,0,0,0.2722396747,0,0,0.0542746975,0.7662435201
950982078,UAD-A-2405,0,15,2,18,"per:places_of_residence,per:place_of_birth","Yuki Kajiura ( 梶浦由記 , Kajiura Yuki ) , born August 6 , 1965 in Tokyo , Japan , is a Japanese composer and music producer .",Yuki Kajiura,"Tokyo , Japan",15,0.5363071001,,per:place_of_birth,0.7516398042,0.1228697217,0,0,0,0,0,0,0,0,0.4725413081,0.7516398042,0.0002105656,0.1103517372,0,0,0,0.0002105656
3Q7TKIAPOTMHN2C3MSFZJXCUU91LDC,e1b31fea8b75e8b7b835ad39f37b0aeb36cf8dff6706ab1180b8b9c004de96ae:5-10:27-29,5,27,10,29,org:subsidiaries,"Toronto FC are operated by Maple Leaf Sports & Entertainment Ltd. , who also own and operate the Toronto Maple Leafs , the Toronto Raptors and the Toronto Marlies , along with sports ventures like Leafs TV , NBA TV Canada and GolTV Canada .",Toronto Marlies,Maple Leaf Sports & Entertainment,15,0.5364783178,,none,0.7346027233,0.7346027233,0,0,0.0462858596,0,0,0,0.1425455569,0.0765658601,0,0,0,0,0,0,0,0
3AJA9FLWSCACVLITSVDCFHNNPIOIF7,b8be4e7d6de35fcecc49cbf4a588239ad4ad415a89a9e5b4b49528f83e73bf2e:19-20:11-14,19,11,20,14,per:founded_org,"Under the statutes drawn up by the school 's founder , Archbishop Edmund Grindal , the headmaster of the school was chosen by the Provost of the Queen 's College , Oxford .",Archbishop Edmund Grindal,school,15,0.5369160077,,per:top_member_employee_of_org,0.7267925184,0,0,0,0,0,0,0,0.4986317277,0.3967184579,0,0,0,0,0,0,0,0.7267925184
3FBEFUUYRKH16A6KFEIV4DMRJQKA6Q,f55cd6bf568a349e75f1ce6d15999b2103e5797c132258649aae6ff430bb3e34:1-2:10-11,1,10,2,11,org:subsidiaries,The MCISB is based on the second floor of the Manchester Institute of Biotechnology ( MIB ) .,Manchester,MCISB,15,0.537130773,,none,0.7291005387,0.7291005387,0,0.1386446688,0.1322547925,0,0,0,0,0,0,0,0,0,0,0,0,0
1027996020,UAD-A-0023,33,29,35,32,"per:employee_or_member_of,per:top_member_employee_of_org","Added gravitas was lent by the presence behind Obama of 16 economic advisers including such luminaries as former Treasury secretaries Larry Summers and Robert Rubin , and the towering ex- Federal Reserve chairman Paul Volcker .",Paul Volcker,ex- Federal Reserve,15,0.5372771444,,per:top_member_employee_of_org,0.7429341363,0.0782773174,0,0,0,0,0,0,0.4383659807,0,0,0,0,0,0,0,0.0493719811,0.7429341363
956145176,UAD-A-0292,0,30,2,31,"per:place_of_birth,per:employee_or_member_of","Bill Clinton 's campaign promise of `` two for the price of one '' led opponents to refer derisively to the Clintons as `` co-presidents '' , or sometimes the Arkansas label `` Billary '' .",Bill Clinton,Arkansas,15,0.5374131005,,none,0.7352810875,0.7352810875,0,0,0,0,0,0,0,0,0.0976389055,0.0260811588,0,0.1409988482,0,0,0,0
957381894,UAD-A-0145,2,0,4,1,"per:founded_org,per:top_member_employee_of_org",Apple chief Steve Jobs said Tuesday that Britain would be the first European country to get its much vaunted iPhone and they would be launched on November 9 .,Steve Jobs,Apple,15,0.5375918272,,per:top_member_employee_of_org,0.7595537578,0,0,0,0.0423319743,0,0,0,0.277924562,0.2171569147,0,0,0,0,0,0,0,0.7595537578
3L4YG5VW9N4YPQOB9BHB0K4PKXDDDV,a4e69fd242e48d7fb0d6aff069c465c0b4d7e7cc4068687f826e7750d707e2ec:9-11:4-5,4,9,5,11,per:places_of_residence,"The third version features Houston rappers Paul Wall and Slim Thug , and the final version featuring only Paul Wall .",Slim Thug,Houston,15,0.5377407142,,per:places_of_residence,0.7492477559,0.0659339502,0,0,0,0,0,0,0.0540418466,0,0.2586532171,0,0,0.7492477559,0,0,0,0
1020756156,UAD-A-2304,3,1,5,2,"per:place_of_birth,per:employee_or_member_of",WASHINGTON U.S. President-elect Barack Obama nominated retired Gen .,Barack Obama,U.S.,15,0.5378131054,,per:top_member_employee_of_org,0.8201716353,0.0546585628,0,0,0,0,0,0,0.4600565642,0,0.1538009185,0.1120752611,0,0.3272421505,0,0,0.0606713459,0.8201716353
1027994881,UAD-A-0656,17,5,19,6,"per:places_of_residence,per:employee_or_member_of","Elected four times statewide in Arkansas , by the same voters who had earlier elected and re-elected Bill Clinton , Huckabee was governor of the Razorback State for nearly 11 years .",Bill Clinton,Arkansas,15,0.5379765476,,per:top_member_employee_of_org,0.7839125712,0.0201021266,0,0,0,0,0,0,0.2853811879,0,0.0706088768,0,0,0.2815541693,0,0,0,0.7839125712
1023973146,UAD-U-0511,13,27,15,28,per:cause_of_death,"On San Francisco 's Treasure Island for an event dedicating a building to Harvey Milk , yesterday House Speaker Nancy Pelosi choked up while recalling Milk 's assassination .",Harvey Milk,assassination,15,0.5382525008,,per:cause_of_death,0.7474607948,0.064655571,0.0024422968,0,0,0.7474607948,0,0.0024422968,0,0,0.0024422968,0,0.2097936302,0,0,0,0.0446931207,0
950346216,UAD-A-0262,27,39,28,42,"per:place_of_birth,per:places_of_residence","`` Because Americans believe in democracy , `` Hearst answered bluntly , `` and are averse to dictatorship. '' Personal life In 1903 , William married Millicent Veronica Willson ( 1882–1974 ) , a 21-year-old chorus girl , in New York City .",Veronica,New York City,14,0.5384266932,,per:places_of_residence,0.7288239573,0.2712091555,0,0,0,0,0,0,0,0,0.1032713184,0,0,0.7288239573,0,0,0,0
1027994860,UAD-U-0500,6,9,8,10,per:cause_of_death,"On April 11 , 1997 , Michael Dorris committed suicide at the Brick Tower Motor Inn in Concord , New Hampshire .",Michael Dorris,suicide,15,0.5389454749,,per:cause_of_death,0.7414088741,0.0984685205,0,0,0,0.7414088741,0.0884963415,0,0,0,0,0,0.071626264,0,0,0,0,0
1019741415,UAD-A-0462,0,3,2,5,"per:places_of_residence,per:place_of_birth","Charles Rangel of New York , chairman of the Ways and Means Committee .",Charles Rangel,New York,15,0.5390463482,,per:places_of_residence,0.6732748679,0,0,0,0,0,0,0,0,0,0.4020802852,0,0,0.6732748679,0,0,0,0
1027996027,UAD-A-1974,11,15,12,17,"per:place_of_death,per:place_of_birth","The fan who ended up with the ball , 22-year-old Matt Murphy from Queens , New York ( and a Met fan ) , was promptly protected and escorted away from the mayhem by a group of San Francisco police officers .",Murphy,New York,15,0.5390683689,,per:origin,0.6489443906,0,0,0,0,0,0,0,0,0,0.6489443906,0,0,0.4977585255,0,0,0,0
3VJ4PFXFJ3JM8LWLBWGYKJ07N0IAUL,639b357f0aa6b00f5ee7fc622aaa4ec095eb3920811e305b5c7496adc93eb49e:4-5:2-3,2,4,3,5,per:place_of_birth,"Born in London , he emigrated to America in 1953 , becoming a U.S. citizen five years later .",he,London,15,0.5390736594,,per:place_of_birth,0.7069361225,0.0661264324,0,0,0,0,0,0,0,0,0.4962319936,0.7069361225,0,0.0575643267,0,0,0,0
956145179,UAD-A-2312,20,17,22,18,"per:top_member_employee_of_org,per:employee_or_member_of","`` We are incredibly pleased to report record quarterly revenue ... and record earnings , `` said Apple chief executive Steve Jobs .",Steve Jobs,Apple,15,0.5394776799,,per:top_member_employee_of_org,0.788194187,0.0353360774,0,0,0.0495677724,0,0,0,0.4528907772,0.2870729709,0.0523770887,0,0,0,0,0,0,0.788194187
1023395573,UAD-A-0859,18,13,20,15,"per:place_of_death,per:places_of_residence","He was an integral part of the Greenwich Village folk music scene in New York , which included Bob Dylan , Phil Ochs , Dave Van Ronk , Tom Paxton , and Eric Andersen .",Bob Dylan,New York,15,0.5395255182,,per:places_of_residence,0.6882081178,0.3117918822,0,0,0,0,0,0,0,0,0,0,0,0.6882081178,0,0,0,0
3MG8450X2OMTVP2N0FYVAEP2M0MUPH,ea7c4c2bc359cef31ad487114007173c3bb8e710a39c39bfe5ff830438d23f00:33-35:25-26,25,33,26,35,per:places_of_residence,"Movement for Solidarity is an Albanian political party , the formation of which was announced on September 19 , 2007 by former Prime Minister of Albania and former Socialist Party of Albania leader Fatos Nano .",Fatos Nano,Albania,15,0.5399689054,,per:top_member_employee_of_org,0.7735850166,0.0705603108,0,0,0,0,0,0,0.427951945,0,0,0,0,0.4394201831,0,0,0,0.7735850166
897534790,UAD-A-0115,0,23,2,26,"per:place_of_birth,per:places_of_residence","Andrea Bargnani , nicknamed `` Il Mago '' ( translated to `` The Magician '' ) , ( born October 26 1985 in Rome , Italy ) is an Italian professional basketball player with the Toronto Raptors of the National Basketball Association .",Andrea Bargnani,"Rome , Italy",15,0.5403617585,,per:place_of_birth,0.7024713157,0,0,0,0,0,0,0,0,0,0.5269499249,0.7024713157,0,0.223434515,0,0,0,0
311HQEI8RSSLBISXAG3MRKDWN7I7Z0,c91dada2787e5235bc83e2a21eec1f43301c031076bd1c89bb3d69c5fa53b1d0:4-5:19-20,4,19,5,20,org:subsidiaries,"The companies T&TEC , Mirant and BP currently owns 51 % , 39 % and 10 % of the PowerGen company respectively .",PowerGen,Mirant,15,0.5403622249,,none,0.6891377849,0.6891377849,0,0,0.3108622151,0,0,0,0,0,0,0,0,0,0,0,0,0
3NFWQRSHVEQYZUCY27D9U5A7AV0GFX,b8675ca459c74cdc931abb9eac3d68b23fdd7b03a4de7cc70d892016e308766b:25-28:5-6,5,25,6,28,per:place_of_birth,"Seven presidents have hailed from Ohio : Ulysses S. Grant , Rutherford B. Hayes , James A. Garfield , Benjamin Harrison , William McKinley , William Howard Taft , and Warren G. Harding .",William Howard Taft,Ohio,15,0.5408506272,,per:origin,0.8813078922,0.0637990769,0,0,0,0,0,0,0.1560361206,0,0.8813078922,0.0783677363,0,0.4142908156,0,0,0,0.1560361206
3H6W48L9F416NTRSVFDWS2AZ7GXPWB,b866f45f3476e25aabf22e175f6a75f965c4d2ec81d557a4a89dc470da9bec2c:10-12:16-17,16,10,17,12,per:employee_or_member_of,"After leaving Essex Records in the spring of 1954 , Bill Haley signed with the then-important Decca Records label , and the band 's first recording session was set for April 12 , 1954 at the Pythian Temple studios in New York City .",Bill Haley,Decca,15,0.5410483575,,per:employee_or_member_of,0.7586148282,0.1347888663,0,0,0,0,0,0,0.7586148282,0,0,0,0,0,0,0,0,0.1999455287
949662593,UAD-U-0087,10,15,12,16,per:cause_of_death,"Attorneys want jurors to stand in the foyer where actress Lana Clarkson died of a gunshot wound through the mouth on Feb. 3 , 2003 .",Lana Clarkson,gunshot,15,0.541583935,,per:cause_of_death,0.7249557482,0.0641268711,0,0,0,0.7249557482,0,0,0,0,0,0,0.2109173807,0,0,0,0,0
1023973363,UAD-A-1287,1,6,3,7,"per:places_of_residence,per:place_of_birth","Life Richard Popkin was born in Manhattan to Louis and author Zelda Popkin , who jointly ran a small public relations firm .",Richard Popkin,Manhattan,15,0.5416150648,,per:place_of_birth,0.7119727104,0,0,0,0,0,0,0,0,0,0.3644568181,0.7119727104,0,0.1439502993,0,0,0,0
3K2CEDRACBD8A9QL8UGTOE95Y3ZTMW,c8226199da903deefea689fc282a9d6a697122a7fb4bddcd622981c26c87347e:0-2:22-24,0,22,2,24,per:founded_org,"Archie Comics was first known as MLJ Comics , which was derived from the first initials of the partners Maurice Coyne , Louis Silberkleit and John L. Goldwater .",Louis Silberkleit,Archie Comics,15,0.5416361107,,per:founded_org,0.7447272305,0,0.0580118942,0,0,0,0,0,0.071197919,0.7447272305,0,0,0,0,0,0,0,0.4063263727
1018789596,UAD-A-0478,7,15,10,16,"per:employee_or_member_of,per:places_of_residence","Chet Edwards , whose district includes President George W. Bush 's ranch in Crawford , Texas , was a surprise entry on the roster of potential running mates .",George W. Bush,Texas,15,0.5419005949,,per:places_of_residence,0.7443196833,0.1386308548,0,0,0,0,0,0,0,0,0.1840398724,0,0,0.7443196833,0,0,0,0
